lapTime_delta,position_delta,mapCollisions_total,shellsUsed_total,bananasUsed_total,mushroomsUsed_total,starsUsed_total,bananaHitsReceived_total,shellHitsReceived_total,player_type,aggressiveness,hit_ratio,powerup_efficiency
11.408,2.2,13,6,6,0,0,5,3,Aggressive,12,0.6153846153846154,0.8571428571428571
23.818,4.8,24,6,0,0,0,8,7,Chaotic,6,2.142857142857143,0.24
15.704,3.5,5,2,1,0,0,1,1,Conservative,3,0.5,0.5
12.843,2.5,14,4,6,2,0,8,3,Aggressive,10,1.0,0.6666666666666666
10.291,1.8,4,0,3,1,0,2,2,Pro,3,1.0,0.6
12.791,2.7,13,4,6,1,1,6,3,Aggressive,10,0.8181818181818182,0.7142857142857143
29.483,4.6,5,1,0,1,0,2,2,Slow,1,2.0,0.16666666666666666
14.911,3.1,6,0,1,2,0,1,0,Conservative,1,0.5,0.14285714285714285
11.818,2.8,1,0,1,3,0,0,2,Conservative,1,1.0,0.5
25.807,5.3,35,3,2,0,0,3,5,Clumsy,5,1.3333333333333333,0.1388888888888889
17.704,4.0,8,2,1,3,0,0,2,Conservative,3,0.5,0.3333333333333333
39.395,5.9,9,0,2,1,0,0,2,Slow,2,0.6666666666666666,0.2
10.202,1.9,12,1,7,4,0,5,3,Aggressive,8,0.8888888888888888,0.6153846153846154
23.888,5.9,35,1,1,2,0,8,5,Clumsy,2,4.333333333333333,0.05555555555555555
28.132,6.0,40,2,2,1,0,6,4,Clumsy,4,2.0,0.0975609756097561
24.935,4.7,3,2,2,0,0,2,0,Slow,4,0.4,1.0
12.04,2.4,2,1,1,2,0,1,2,Conservative,2,1.0,0.6666666666666666
9.124,1.7,2,1,1,5,0,1,2,Pro,2,1.0,0.6666666666666666
11.889,2.2,16,6,5,1,0,5,3,Aggressive,11,0.6666666666666666,0.6470588235294118
35.026,5.2,7,2,2,0,0,2,0,Slow,4,0.4,0.5
17.9,4.6,23,3,2,2,0,4,4,Clumsy,5,1.3333333333333333,0.20833333333333334
12.985,2.9,2,1,0,1,0,1,0,Conservative,1,0.5,0.3333333333333333
15.237,3.4,5,1,1,1,0,2,2,Conservative,2,1.3333333333333333,0.3333333333333333
10.0,2.0,1,1,1,1,0,2,0,Conservative,2,0.6666666666666666,1.0
40.0,5.8,10,0,0,1,0,1,0,Slow,0,1.0,0.0
11.671,5.6,16,0,1,2,0,7,3,Clumsy,1,5.0,0.058823529411764705
37.599,5.8,9,1,2,2,0,1,1,Slow,3,0.5,0.3
30.917,5.1,6,1,2,2,0,0,1,Slow,3,0.25,0.42857142857142855
27.415,5.8,37,2,0,2,0,7,5,Clumsy,2,4.0,0.05263157894736842
11.606,2.4,13,7,4,1,0,5,3,Aggressive,11,0.6666666666666666,0.7857142857142857
20.699,4.3,18,2,6,0,0,3,4,Chaotic,8,0.7777777777777778,0.42105263157894735
27.013,4.8,4,2,0,0,0,1,1,Slow,2,0.6666666666666666,0.4
10.749,2.1,11,3,3,2,0,7,6,Aggressive,6,1.8571428571428572,0.5
30.75,3.8,40,3,2,1,0,5,5,Clumsy,5,1.6666666666666667,0.12195121951219512
28.189,5.6,38,3,2,0,0,3,4,Clumsy,5,1.1666666666666667,0.1282051282051282
15.603,2.7,19,1,2,3,0,5,7,Chaotic,3,3.0,0.15
10.229,2.3,1,0,0,2,0,2,2,Conservative,0,4.0,0.0
26.0,4.3,2,0,2,0,0,0,1,Slow,2,0.3333333333333333,0.6666666666666666
20.0,4.0,1,1,2,0,0,0,0,Slow,3,0.0,1.5
32.081,5.1,4,1,2,2,0,0,2,Slow,3,0.5,0.6
19.69,4.6,25,3,0,2,0,7,4,Clumsy,3,2.75,0.11538461538461539
10.25,1.9,9,6,4,1,0,8,4,Aggressive,10,1.0909090909090908,1.0
37.03,5.4,8,0,0,2,0,2,1,Slow,0,3.0,0.0
21.139,4.4,26,2,0,2,0,8,5,Clumsy,2,4.333333333333333,0.07407407407407407
13.08,2.6,16,7,2,2,1,6,6,Aggressive,9,1.2,0.5294117647058824
11.089,2.0,1,2,2,0,0,2,1,Conservative,4,0.6,2.0
8.205,1.0,10,2,2,4,0,8,6,Chaotic,4,2.8,0.36363636363636365
9.186,1.5,9,7,4,1,0,4,3,Aggressive,11,0.5833333333333334,1.1
8.179,1.3,1,2,3,5,0,2,2,Pro,5,0.6666666666666666,2.5
16.147,4.1,21,3,1,0,0,7,4,Clumsy,4,2.2,0.18181818181818182
19.444,4.6,25,2,2,2,0,3,3,Clumsy,4,1.2,0.15384615384615385
29.537,5.9,38,0,2,1,0,8,6,Clumsy,2,4.666666666666667,0.05128205128205128
11.97,3.3,5,1,2,1,0,0,0,Conservative,3,0.0,0.5
15.416,3.5,5,0,2,1,0,1,0,Conservative,2,0.3333333333333333,0.3333333333333333
11.407,2.2,2,2,1,0,0,0,1,Conservative,3,0.25,1.0
7.361,1.0,0,4,3,5,0,1,2,Pro,7,0.375,7.0
13.122,2.6,15,3,7,2,0,10,3,Chaotic,10,1.1818181818181819,0.625
27.489,5.9,36,0,3,1,0,4,6,Clumsy,3,2.5,0.08108108108108109
26.689,4.1,3,1,0,0,0,1,1,Slow,1,1.0,0.25
26.377,5.0,25,7,0,1,1,6,6,Chaotic,7,1.5,0.2692307692307692
27.676,4.9,1,0,2,0,0,0,1,Slow,2,0.3333333333333333,1.0
15.833,3.2,6,1,1,1,0,0,2,Conservative,2,0.6666666666666666,0.2857142857142857
15.534,4.4,20,3,2,0,0,5,3,Clumsy,5,1.3333333333333333,0.23809523809523808
10.936,2.1,1,1,1,2,0,0,2,Conservative,2,0.6666666666666666,1.0
17.908,4.0,7,1,0,0,0,0,1,Conservative,1,0.5,0.125
21.198,5.7,1,2,2,0,0,0,1,Slow,4,0.2,2.0
27.772,4.5,5,1,0,0,0,1,0,Slow,1,0.5,0.16666666666666666
19.802,4.6,23,2,2,1,0,3,5,Clumsy,4,1.6,0.16666666666666666
19.558,4.8,26,0,1,1,0,4,6,Clumsy,1,5.0,0.037037037037037035
10.563,1.9,13,5,6,1,0,7,3,Chaotic,11,0.8333333333333334,0.7857142857142857
12.875,2.7,14,5,3,2,0,8,6,Aggressive,8,1.5555555555555556,0.5333333333333333
12.367,2.4,13,4,4,1,0,6,5,Aggressive,8,1.2222222222222223,0.5714285714285714
10.0,2.0,0,1,2,1,0,2,1,Conservative,3,0.75,3.0
24.541,4.6,0,0,0,1,0,2,0,Slow,0,2.0,0.0
21.092,4.1,2,0,1,1,0,2,2,Slow,1,2.0,0.3333333333333333
20.691,5.0,30,2,3,0,0,7,4,Clumsy,5,1.8333333333333333,0.16129032258064516
31.213,5.2,4,0,2,1,0,1,2,Slow,2,1.0,0.4
24.535,4.3,25,1,0,1,0,6,6,Chaotic,1,6.0,0.038461538461538464
32.803,5.1,7,2,2,2,0,1,2,Slow,4,0.6,0.5
20.08,4.0,0,0,1,1,0,0,2,Slow,1,1.0,1.0
13.681,2.8,4,0,2,0,0,1,2,Conservative,2,1.0,0.4
9.879,1.7,9,3,6,3,0,3,5,Aggressive,9,0.8,0.9
37.432,6.0,8,2,2,0,0,0,1,Slow,4,0.2,0.4444444444444444
7.149,1.1,1,2,2,0,0,2,1,Pro,4,0.6,2.0
13.398,1.5,13,4,0,2,0,5,8,Chaotic,4,2.6,0.2857142857142857
11.27,2.2,11,5,7,0,0,6,4,Aggressive,12,0.7692307692307693,1.0
24.346,3.9,7,1,2,0,0,1,2,Slow,3,0.75,0.375
11.392,2.3,13,5,2,5,0,7,5,Aggressive,7,1.5,0.5
28.153,5.7,35,1,0,2,0,8,4,Clumsy,1,6.0,0.027777777777777776
11.993,2.6,14,3,8,1,0,4,5,Aggressive,11,0.75,0.7333333333333333
15.456,3.1,5,1,2,3,0,0,2,Conservative,3,0.5,0.5
30.0,5.8,37,2,1,1,0,4,5,Clumsy,3,2.25,0.07894736842105263
27.078,4.6,5,1,0,2,0,2,1,Slow,1,1.5,0.16666666666666666
15.418,3.7,5,1,0,2,0,0,0,Conservative,1,0.0,0.16666666666666666
24.656,5.4,23,3,4,2,0,10,7,Chaotic,7,2.125,0.2916666666666667
15.577,3.4,5,1,1,2,0,1,2,Conservative,2,1.0,0.3333333333333333
31.369,4.9,6,0,2,0,0,2,0,Slow,2,0.6666666666666666,0.2857142857142857
17.685,4.6,20,1,2,2,0,6,4,Clumsy,3,2.5,0.14285714285714285
8.0,1.0,8,4,3,5,0,7,3,Aggressive,7,1.25,0.7777777777777778
10.772,2.2,2,1,2,0,0,2,0,Conservative,3,0.5,1.0
11.606,2.1,13,5,7,0,0,7,6,Aggressive,12,1.0,0.8571428571428571
12.502,2.5,2,1,0,3,0,2,0,Conservative,1,1.0,0.3333333333333333
29.409,4.9,4,2,1,2,0,2,1,Slow,3,0.75,0.6
9.786,1.9,10,4,5,0,0,8,3,Aggressive,9,1.1,0.8181818181818182
10.632,2.2,1,0,2,3,0,2,2,Conservative,2,1.3333333333333333,1.0
7.504,1.3,1,0,1,1,0,2,0,Pro,1,1.0,0.5
11.488,2.3,12,3,8,1,0,7,4,Aggressive,11,0.9166666666666666,0.8461538461538461
24.993,5.4,32,0,1,2,0,3,4,Clumsy,1,3.5,0.030303030303030304
8.344,1.0,5,3,5,4,0,3,6,Aggressive,8,1.0,1.3333333333333333
12.849,2.7,5,1,1,1,0,2,1,Conservative,2,1.0,0.3333333333333333
10.96,2.2,10,3,6,3,0,6,3,Aggressive,9,0.9,0.8181818181818182
26.264,4.8,27,1,8,3,0,7,8,Chaotic,9,1.5,0.32142857142857145
22.547,4.9,20,2,6,2,0,9,4,Chaotic,8,1.4444444444444444,0.38095238095238093
18.0,3.6,7,1,0,0,0,2,2,Conservative,1,2.0,0.125
10.981,1.9,6,0,0,3,0,1,0,Pro,0,1.0,0.0
10.598,1.9,10,5,4,3,0,5,3,Aggressive,9,0.8,0.8181818181818182
14.42,3.0,3,1,1,1,0,1,2,Conservative,2,1.0,0.5
27.897,5.9,37,2,1,0,0,8,4,Clumsy,3,3.0,0.07894736842105263
11.481,2.1,3,2,1,1,0,2,2,Conservative,3,1.0,0.75
18.575,3.5,16,0,8,4,0,4,6,Chaotic,8,1.1111111111111112,0.47058823529411764
22.7,5.5,20,5,2,2,0,3,5,Chaotic,7,1.0,0.3333333333333333
10.585,2.0,1,0,2,1,0,0,2,Conservative,2,0.6666666666666666,1.0
12.453,2.6,14,5,7,0,0,8,5,Aggressive,12,1.0,0.8
19.1,2.3,17,1,1,4,0,7,4,Chaotic,2,3.6666666666666665,0.1111111111111111
12.17,1.9,15,0,7,5,0,8,5,Aggressive,7,1.625,0.4375
17.524,4.4,18,3,3,0,0,5,5,Clumsy,6,1.4285714285714286,0.3157894736842105
27.928,5.5,37,0,1,2,0,6,6,Clumsy,1,6.0,0.02631578947368421
10.0,2.0,0,2,1,2,0,1,0,Conservative,3,0.25,3.0
24.805,5.3,31,2,1,1,0,7,5,Clumsy,3,3.0,0.09375
10.562,2.0,1,1,0,0,0,1,0,Conservative,1,0.5,0.5
12.418,2.7,2,2,2,1,0,2,1,Conservative,4,0.6,1.3333333333333333
25.226,5.6,34,3,3,0,0,3,3,Clumsy,6,0.8571428571428571,0.17142857142857143
10.451,1.8,10,0,5,3,0,4,5,Chaotic,5,1.5,0.45454545454545453
24.179,4.3,3,1,1,0,0,0,2,Slow,2,0.6666666666666666,0.5
40.0,6.0,10,2,2,0,0,2,1,Slow,4,0.6,0.36363636363636365
15.851,2.8,18,1,8,0,0,6,4,Chaotic,9,1.0,0.47368421052631576
31.257,6.0,43,1,3,2,0,7,5,Clumsy,4,2.4,0.09090909090909091
9.864,1.7,10,5,3,3,0,7,3,Aggressive,8,1.1111111111111112,0.7272727272727273
24.103,4.0,28,1,0,0,0,4,3,Clumsy,1,3.5,0.034482758620689655
26.243,5.4,35,3,0,1,0,7,4,Clumsy,3,2.75,0.08333333333333333
18.785,1.9,6,1,2,2,0,2,1,Conservative,3,0.75,0.42857142857142855
14.0,3.0,18,5,5,2,0,8,4,Aggressive,10,1.0909090909090908,0.5263157894736842
18.087,4.6,25,1,2,1,0,3,5,Clumsy,3,2.0,0.11538461538461539
12.982,2.5,3,1,1,3,0,0,2,Conservative,2,0.6666666666666666,0.5
32.789,5.4,6,0,1,2,0,0,2,Slow,1,1.0,0.14285714285714285
30.0,5.8,27,5,1,1,0,4,7,Chaotic,6,1.5714285714285714,0.21428571428571427
21.922,4.0,1,1,0,2,0,0,1,Slow,1,0.5,0.5
22.131,4.7,30,0,3,1,0,3,5,Clumsy,3,2.0,0.0967741935483871
42.153,4.6,2,2,0,2,0,0,0,Slow,2,0.0,0.6666666666666666
28.054,5.7,26,4,6,2,0,5,4,Chaotic,10,0.8181818181818182,0.37037037037037035
10.807,1.9,10,8,0,4,0,8,6,Chaotic,8,1.5555555555555556,0.7272727272727273
20.31,4.7,17,1,6,2,0,3,6,Chaotic,7,1.125,0.3888888888888889
11.981,2.5,3,0,0,3,0,2,0,Conservative,0,2.0,0.0
24.297,4.5,3,1,1,0,0,2,2,Slow,2,1.3333333333333333,0.5
17.818,3.8,7,2,1,0,0,0,1,Conservative,3,0.25,0.375
4.614,2.1,21,3,6,3,0,3,3,Chaotic,9,0.6,0.4090909090909091
13.852,2.9,5,1,1,1,0,0,1,Conservative,2,0.3333333333333333,0.3333333333333333
12.466,2.8,3,0,1,0,0,0,2,Conservative,1,1.0,0.25
23.709,4.1,1,1,1,0,0,0,2,Slow,2,0.6666666666666666,1.0
22.591,4.1,1,0,0,2,0,1,2,Slow,0,3.0,0.0
11.051,2.0,13,3,5,4,0,4,4,Aggressive,8,0.8888888888888888,0.5714285714285714
20.746,4.2,2,0,1,1,0,2,0,Slow,1,1.0,0.3333333333333333
9.433,1.5,7,4,7,1,0,6,6,Aggressive,11,1.0,1.375
31.574,5.1,5,0,1,2,0,1,2,Slow,1,1.5,0.16666666666666666
8.962,1.5,3,4,0,0,0,2,0,Pro,4,0.4,1.0
8.895,1.3,8,4,4,1,0,8,3,Aggressive,8,1.2222222222222223,0.8888888888888888
29.922,5.0,5,1,0,2,0,2,1,Slow,1,1.5,0.16666666666666666
10.51,2.1,1,1,0,2,0,1,2,Conservative,1,1.5,0.5
13.43,3.3,3,1,2,0,0,2,2,Conservative,3,1.0,0.75
12.382,2.4,2,2,1,3,0,0,0,Conservative,3,0.0,1.0
34.527,5.5,8,2,2,1,0,2,2,Slow,4,0.8,0.4444444444444444
10.501,1.7,0,5,1,0,0,1,2,Pro,6,0.42857142857142855,6.0
13.49,2.7,18,7,2,3,0,7,3,Aggressive,9,1.0,0.47368421052631576
10.405,1.8,9,2,3,2,0,6,3,Chaotic,5,1.5,0.5
35.388,5.6,6,0,1,2,0,0,1,Slow,1,0.5,0.14285714285714285
7.835,2.1,0,3,0,5,0,2,2,Pro,3,1.0,3.0
20.922,4.1,21,6,0,2,0,6,3,Chaotic,6,1.2857142857142858,0.2727272727272727
15.232,3.1,6,1,2,1,0,2,1,Conservative,3,0.75,0.42857142857142855
16.216,3.6,6,0,0,0,0,0,2,Conservative,0,2.0,0.0
36.332,5.6,8,2,0,0,0,2,2,Slow,2,1.3333333333333333,0.2222222222222222
9.142,1.5,8,5,5,2,0,3,3,Aggressive,10,0.5454545454545454,1.1111111111111112
20.279,5.3,26,1,2,0,0,4,4,Clumsy,3,2.0,0.1111111111111111
12.399,3.0,13,5,5,2,0,3,4,Aggressive,10,0.6363636363636364,0.7142857142857143
28.556,2.4,13,6,4,0,0,9,6,Chaotic,10,1.3636363636363635,0.7142857142857143
10.64,2.0,6,5,2,3,0,0,1,Pro,7,0.125,1.0
12.853,2.7,4,2,1,3,0,1,1,Conservative,3,0.5,0.6
11.624,2.7,2,0,0,0,0,2,2,Conservative,0,4.0,0.0
20.151,4.8,30,0,3,2,0,3,5,Clumsy,3,2.0,0.0967741935483871
16.539,3.9,6,1,1,2,0,0,2,Conservative,2,0.6666666666666666,0.2857142857142857
15.668,3.9,5,0,1,3,0,1,2,Conservative,1,1.5,0.16666666666666666
15.209,3.3,4,1,1,1,0,2,0,Conservative,2,0.6666666666666666,0.4
9.418,1.2,7,8,3,0,0,6,3,Aggressive,11,0.75,1.375
10.1,1.8,5,4,2,1,0,1,2,Pro,6,0.42857142857142855,1.0
18.127,4.0,18,4,8,0,0,3,3,Chaotic,12,0.46153846153846156,0.631578947368421
30.914,4.8,5,1,2,2,0,2,1,Slow,3,0.75,0.5
23.576,4.5,2,1,0,1,0,0,0,Slow,1,0.0,0.3333333333333333
40.94,5.7,7,0,2,0,0,0,1,Slow,2,0.3333333333333333,0.25
28.635,5.0,4,1,0,2,0,1,1,Slow,1,1.0,0.2
19.859,3.5,21,7,4,1,0,6,8,Chaotic,11,1.1666666666666667,0.5
24.736,4.3,37,2,0,1,0,4,5,Clumsy,2,3.0,0.05263157894736842
17.587,3.7,5,2,1,1,0,0,0,Conservative,3,0.0,0.5
10.375,2.1,1,0,0,3,0,2,0,Conservative,0,2.0,0.0
22.745,4.2,1,2,0,2,0,2,0,Slow,2,0.6666666666666666,1.0
12.2,5.3,43,1,1,0,0,3,3,Clumsy,2,2.0,0.045454545454545456
30.8,5.1,6,0,2,1,0,0,1,Slow,2,0.3333333333333333,0.2857142857142857
31.406,5.2,6,0,0,0,0,0,0,Slow,0,0.0,0.0
10.425,1.8,10,5,6,1,0,7,6,Aggressive,11,1.0833333333333333,1.0
32.09,5.1,5,0,1,1,0,1,0,Slow,1,0.5,0.16666666666666666
10.752,2.5,20,2,6,4,0,4,6,Chaotic,8,1.1111111111111112,0.38095238095238093
14.748,3.2,4,0,0,2,0,1,0,Conservative,0,1.0,0.0
24.105,5.0,30,0,1,0,0,4,4,Clumsy,1,4.0,0.03225806451612903
7.523,1.0,1,4,1,4,0,1,1,Pro,5,0.3333333333333333,2.5
26.052,5.8,35,3,1,2,0,3,6,Clumsy,4,1.8,0.1111111111111111
22.145,4.4,21,7,2,3,0,8,7,Chaotic,9,1.5,0.4090909090909091
12.581,2.3,15,4,6,0,0,8,4,Aggressive,10,1.0909090909090908,0.625
23.117,5.4,32,2,2,0,1,8,6,Clumsy,4,2.8,0.12121212121212122
15.533,4.4,21,3,0,2,0,6,3,Clumsy,3,2.25,0.13636363636363635
16.429,3.8,7,1,0,0,0,1,2,Conservative,1,1.5,0.125
23.192,4.3,3,2,2,2,0,2,2,Slow,4,0.8,1.0
11.139,2.3,11,4,6,2,0,5,3,Aggressive,10,0.7272727272727273,0.8333333333333334
21.009,4.3,18,5,4,3,0,5,7,Chaotic,9,1.2,0.47368421052631576
18.208,4.2,15,7,4,0,0,8,7,Chaotic,11,1.25,0.6875
15.469,3.2,5,0,2,0,0,0,0,Conservative,2,0.0,0.3333333333333333
27.975,5.9,38,1,0,2,0,8,3,Clumsy,1,5.5,0.02564102564102564
12.053,2.4,2,0,2,0,0,1,2,Conservative,2,1.0,0.6666666666666666
13.659,2.9,3,1,1,1,0,0,2,Conservative,2,0.6666666666666666,0.5
9.093,2.0,12,8,1,3,0,9,6,Chaotic,9,1.5,0.6923076923076923
18.661,4.7,22,0,0,2,0,4,3,Clumsy,0,7.0,0.0
12.788,2.6,14,4,4,0,0,6,3,Aggressive,8,1.0,0.5333333333333333
8.225,1.5,2,2,1,2,0,2,2,Pro,3,1.0,1.0
16.741,3.8,6,2,2,2,0,1,2,Conservative,4,0.6,0.5714285714285714
7.0,1.0,11,5,5,2,0,7,5,Chaotic,10,1.0909090909090908,0.8333333333333334
10.571,2.2,4,2,2,2,0,2,0,Conservative,4,0.4,0.8
29.806,5.2,27,1,0,1,0,5,5,Chaotic,1,5.0,0.03571428571428571
20.767,4.4,29,3,1,2,0,7,5,Clumsy,4,2.4,0.13333333333333333
12.578,2.4,2,2,0,0,0,0,0,Conservative,2,0.0,0.6666666666666666
13.866,2.7,3,0,0,2,0,2,1,Conservative,0,3.0,0.0
18.139,4.2,4,0,0,1,0,2,0,Conservative,0,2.0,0.0
29.807,4.7,4,2,0,2,0,2,1,Slow,2,1.0,0.4
16.376,3.9,6,1,2,2,0,0,0,Conservative,3,0.0,0.42857142857142855
12.158,2.6,2,2,2,1,0,0,1,Conservative,4,0.2,1.3333333333333333
25.615,4.6,2,2,0,1,0,2,1,Slow,2,1.0,0.6666666666666666
18.253,4.8,23,2,2,0,0,7,5,Clumsy,4,2.4,0.16666666666666666
29.197,5.9,39,3,1,1,0,3,6,Clumsy,4,1.8,0.1
35.495,5.6,8,1,1,0,0,2,0,Slow,2,0.6666666666666666,0.2222222222222222
20.703,4.1,1,0,2,2,0,1,1,Slow,2,0.6666666666666666,1.0
12.639,2.2,15,3,7,2,0,7,4,Aggressive,10,1.0,0.625
17.176,4.3,22,0,0,0,0,8,4,Clumsy,0,12.0,0.0
22.33,5.3,34,2,2,0,0,7,4,Clumsy,4,2.2,0.11428571428571428
29.637,4.9,6,0,2,2,0,2,0,Slow,2,0.6666666666666666,0.2857142857142857
20.949,4.1,0,1,1,2,0,0,0,Slow,2,0.0,2.0
26.199,5.8,31,3,2,0,0,7,4,Clumsy,5,1.8333333333333333,0.15625
27.182,5.6,36,3,3,1,0,3,4,Clumsy,6,1.0,0.16216216216216217
24.101,5.4,17,7,2,1,0,5,8,Chaotic,9,1.3,0.5
27.559,5.7,39,1,1,2,0,6,3,Clumsy,2,3.0,0.05
13.286,2.9,14,5,4,0,0,5,6,Aggressive,9,1.1,0.6
13.516,2.9,18,6,5,1,0,8,4,Aggressive,11,1.0,0.5789473684210527
10.118,2.0,4,2,2,3,0,1,0,Pro,4,0.2,0.8
20.564,5.1,28,0,2,2,0,5,3,Clumsy,2,2.6666666666666665,0.06896551724137931
26.865,5.4,35,1,2,1,0,6,3,Clumsy,3,2.25,0.08333333333333333
18.0,4.0,7,0,0,2,0,1,0,Conservative,0,1.0,0.0
25.697,5.4,31,2,3,1,0,6,5,Clumsy,5,1.8333333333333333,0.15625
27.015,5.3,35,2,3,1,0,8,3,Clumsy,5,1.8333333333333333,0.1388888888888889
11.35,1.7,1,5,0,0,0,0,0,Pro,5,0.0,2.5
9.811,1.7,9,6,6,0,0,7,6,Aggressive,12,1.0,1.2
22.51,3.7,19,3,4,0,0,4,3,Chaotic,7,0.875,0.35
30.0,5.4,28,0,7,5,0,5,3,Chaotic,7,1.0,0.2413793103448276
18.0,4.0,7,0,2,1,0,1,1,Conservative,2,0.6666666666666666,0.25
15.418,3.2,5,0,1,0,0,1,0,Conservative,1,0.5,0.16666666666666666
26.165,5.6,21,2,0,1,0,4,4,Chaotic,2,2.6666666666666665,0.09090909090909091
34.462,5.1,6,2,1,0,0,1,0,Slow,3,0.25,0.42857142857142855
16.303,3.7,7,1,1,2,0,1,2,Conservative,2,1.0,0.25
17.028,3.6,7,1,1,1,0,0,2,Conservative,2,0.6666666666666666,0.25
20.534,4.7,29,3,1,0,0,7,6,Clumsy,4,2.6,0.13333333333333333
12.098,2.6,1,1,1,3,0,2,1,Conservative,2,1.0,1.0
15.111,4.2,19,1,0,1,0,5,6,Clumsy,1,5.5,0.05
24.012,4.6,3,2,1,1,0,2,0,Slow,3,0.5,0.75
21.355,4.6,28,1,1,2,0,7,3,Clumsy,2,3.3333333333333335,0.06896551724137931
9.005,1.3,8,7,5,0,0,6,3,Aggressive,12,0.6923076923076923,1.3333333333333333
16.563,3.6,7,0,1,3,0,0,2,Conservative,1,1.0,0.125
18.907,4.8,19,3,0,2,0,8,5,Clumsy,3,3.25,0.15
13.154,2.8,17,8,4,0,0,7,4,Aggressive,12,0.8461538461538461,0.6666666666666666
15.122,4.3,20,3,2,1,0,4,4,Clumsy,5,1.3333333333333333,0.23809523809523808
8.85,1.2,7,7,4,0,0,4,6,Aggressive,11,0.8333333333333334,1.375
30.0,5.7,40,0,0,0,0,5,4,Clumsy,0,9.0,0.0
25.495,4.4,24,5,3,4,0,9,3,Chaotic,8,1.3333333333333333,0.32
12.174,2.7,13,3,4,3,0,8,6,Chaotic,7,1.75,0.5
32.317,4.8,6,1,2,0,0,0,1,Slow,3,0.25,0.42857142857142855
29.948,4.8,6,0,1,0,0,2,1,Slow,1,1.5,0.14285714285714285
7.76,1.2,1,1,3,5,0,1,0,Pro,4,0.2,2.0
15.222,3.8,6,2,2,1,0,0,0,Conservative,4,0.0,0.5714285714285714
17.527,4.5,22,1,2,1,0,7,6,Clumsy,3,3.25,0.13043478260869565
16.154,3.1,6,1,2,0,0,0,0,Conservative,3,0.0,0.42857142857142855
11.557,2.1,11,7,5,0,0,6,3,Chaotic,12,0.6923076923076923,1.0
20.654,5.2,28,2,0,1,0,8,4,Clumsy,2,4.0,0.06896551724137931
19.929,4.6,29,0,3,2,0,7,6,Clumsy,3,3.25,0.1
37.76,6.0,9,0,0,2,0,2,1,Slow,0,3.0,0.0
28.511,5.9,27,7,4,1,0,6,6,Chaotic,11,1.0,0.39285714285714285
20.803,4.7,27,1,3,2,0,6,6,Clumsy,4,2.4,0.14285714285714285
15.826,4.1,20,0,2,2,0,4,4,Clumsy,2,2.6666666666666665,0.09523809523809523
11.466,2.1,11,4,5,3,0,8,7,Chaotic,9,1.5,0.75
36.831,5.7,8,2,0,1,0,0,1,Slow,2,0.3333333333333333,0.2222222222222222
10.352,2.3,0,1,1,2,0,1,0,Conservative,2,0.3333333333333333,2.0
9.305,1.3,8,7,3,2,0,6,5,Aggressive,10,1.0,1.1111111111111112
16.702,3.7,7,1,0,3,0,2,2,Conservative,1,2.0,0.125
13.847,3.0,18,4,3,2,0,8,5,Aggressive,7,1.625,0.3684210526315789
40.0,6.0,10,0,0,1,0,1,0,Slow,0,1.0,0.0
8.077,1.1,6,3,6,2,0,4,5,Aggressive,9,0.9,1.2857142857142858
27.992,4.9,18,2,0,1,0,4,5,Clumsy,2,3.0,0.10526315789473684
27.072,4.7,4,2,0,2,0,1,1,Slow,2,0.6666666666666666,0.4
11.843,2.1,3,0,1,2,0,1,1,Conservative,1,1.0,0.25
19.75,4.5,28,3,0,1,0,7,5,Clumsy,3,3.0,0.10344827586206896
29.009,5.0,4,0,2,1,0,2,2,Slow,2,1.3333333333333333,0.4
10.774,2.2,10,6,6,0,0,4,6,Aggressive,12,0.7692307692307693,1.0909090909090908
7.548,1.2,1,5,1,5,0,0,1,Pro,6,0.14285714285714285,3.0
20.706,4.9,24,3,1,0,0,6,3,Clumsy,4,1.8,0.16
21.894,4.3,21,4,1,1,0,3,7,Chaotic,5,1.6666666666666667,0.22727272727272727
11.939,2.2,12,7,3,2,0,8,6,Aggressive,10,1.2727272727272727,0.7692307692307693
37.144,4.6,2,0,2,1,0,0,2,Slow,2,0.6666666666666666,0.6666666666666666
14.633,2.9,4,2,1,3,0,1,0,Conservative,3,0.25,0.6
11.386,2.4,13,6,3,3,0,7,4,Aggressive,9,1.1,0.6428571428571429
25.78,4.7,3,2,1,1,0,0,0,Slow,3,0.0,0.75
21.242,4.1,1,0,1,0,0,1,0,Slow,1,0.5,0.5
11.243,2.6,1,1,1,1,0,2,1,Conservative,2,1.0,1.0
11.2,2.0,10,6,2,2,0,9,6,Chaotic,8,1.6666666666666667,0.7272727272727273
29.862,5.1,6,2,1,1,0,2,1,Slow,3,0.75,0.42857142857142855
22.572,4.4,17,7,1,0,0,7,4,Chaotic,8,1.2222222222222223,0.4444444444444444
18.0,4.0,7,0,1,3,0,2,0,Conservative,1,1.0,0.125
31.898,5.2,7,2,0,1,0,2,2,Slow,2,1.3333333333333333,0.25
13.651,3.1,5,0,1,1,0,0,0,Conservative,1,0.0,0.16666666666666666
14.989,1.2,19,3,6,1,0,3,8,Chaotic,9,1.1,0.45
39.653,6.0,9,2,2,1,0,1,0,Slow,4,0.2,0.4
12.97,2.7,3,1,0,0,0,1,2,Conservative,1,1.5,0.25
8.233,1.4,1,4,3,0,0,0,1,Pro,7,0.125,3.5
